Class,TimeAccLoz1Dol-min(x),TimeAccLoz1Dol-max(x),TimeAccLoz1Dol-mean(x),TimeAccLoz1Dol-rms(x),TimeAccLoz1Dol-std(x),FFTAccSignal1-PeakTrackFilter(x_BaseFrequency_0_25000_DataPointsNumber),FFTAccSignal1-PeakTrackFilter(x_BaseFrequency_1_25000_DataPointsNumber),FFTAccSignal1-PeakTrackFilterRange(x_400_600_25000_DataPointsNumber),FFTAccSignal1-PeakTrackFilterRange(x_1000_1400_25000_DataPointsNumber),FFTAccSignal1-PeakTrackFilterRange(x_4700_5600_25000_DataPointsNumber),FFTAccSignal1-RMSFilter(x_400_600_25000_DataPointsNumber),FFTAccSignal1-RMSFilter(x_1000_1400_25000_DataPointsNumber),FFTAccSignal1-RMSFilter(x_4700_5600_25000_DataPointsNumber),TimeAccLoz1Gor-min(x),TimeAccLoz1Gor-max(x),TimeAccLoz1Gor-mean(x),TimeAccLoz1Gor-rms(x),TimeAccLoz1Gor-std(x),FFTAccSignal2-PeakTrackFilter(x_BaseFrequency_0_25000_DataPointsNumber),FFTAccSignal2-PeakTrackFilter(x_BaseFrequency_1_25000_DataPointsNumber),FFTAccSignal2-PeakTrackFilterRange(x_400_600_25000_DataPointsNumber),FFTAccSignal2-PeakTrackFilterRange(x_1000_1400_25000_DataPointsNumber),FFTAccSignal2-PeakTrackFilterRange(x_4700_5600_25000_DataPointsNumber),FFTAccSignal2-RMSFilter(x_400_600_25000_DataPointsNumber),FFTAccSignal2-RMSFilter(x_1000_1400_25000_DataPointsNumber),FFTAccSignal2-RMSFilter(x_4700_5600_25000_DataPointsNumber),TimeAccOsZ-min(x),TimeAccOsZ-max(x),TimeAccOsZ-mean(x),TimeAccOsZ-rms(x),TimeAccOsZ-std(x),FFTAccSignal3-PeakTrackFilter(x_BaseFrequency_0_25000_DataPointsNumber),FFTAccSignal3-PeakTrackFilter(x_BaseFrequency_1_25000_DataPointsNumber),FFTAccSignal3-PeakTrackFilterRange(x_400_600_25000_DataPointsNumber),FFTAccSignal3-PeakTrackFilterRange(x_1000_1400_25000_DataPointsNumber),FFTAccSignal3-PeakTrackFilterRange(x_4700_5600_25000_DataPointsNumber),FFTAccSignal3-RMSFilter(x_400_600_25000_DataPointsNumber),FFTAccSignal3-RMSFilter(x_1000_1400_25000_DataPointsNumber),FFTAccSignal3-RMSFilter(x_4700_5600_25000_DataPointsNumber),TimeAccProbka-min(x),TimeAccProbka-max(x),TimeAccProbka-mean(x),TimeAccProbka-rms(x),TimeAccProbka-std(x),FFTAccSignal4-PeakTrackFilter(x_BaseFrequency_0_25000_DataPointsNumber),FFTAccSignal4-PeakTrackFilter(x_BaseFrequency_1_25000_DataPointsNumber),FFTAccSignal4-PeakTrackFilterRange(x_400_600_25000_DataPointsNumber),FFTAccSignal4-PeakTrackFilterRange(x_1000_1400_25000_DataPointsNumber),FFTAccSignal4-PeakTrackFilterRange(x_4700_5600_25000_DataPointsNumber),FFTAccSignal4-RMSFilter(x_400_600_25000_DataPointsNumber),FFTAccSignal4-RMSFilter(x_1000_1400_25000_DataPointsNumber),FFTAccSignal4-RMSFilter(x_4700_5600_25000_DataPointsNumber),TimeMicSignal-min(x),TimeMicSignal-max(x),TimeMicSignal-mean(x),TimeMicSignal-rms(x),TimeMicSignal-std(x),FFTMic-RMSFilter(x_10_500_25000_16000),FFTMic-RMSFilter(x_500_1000_25000_16000),FFTMic-RMSFilter(x_1000_2000_25000_16000),FFTMic-RMSFilter(x_2000_3000_25000_16000),FFTMic-RMSFilter(x_3000_4000_25000_16000),FFTMic-RMSFilter(x_4000_5000_25000_16000),FFTMic-RMSFilter(x_5000_6000_25000_16000),FFTMic-RMSFilter(x_6000_7000_25000_16000),FFTMic-RMSFilter(x_7000_8000_25000_16000),FFTMic-RMSFilter(x_8000_9000_25000_16000),FFTMic-RMSFilter(x_9000_10000_25000_16000),FFTMic-RMSFilter(x_10000_11000_25000_16000),FFTMic-RMSFilter(x_11000_12500_25000_16000)
3,-93.493,146.24,0.0039855,4.2594,4.2594,0.018307,0.024917,0.16169,0.1449,0.085075,0.031051,0.034816,0.023741,-63.005,79.974,0.0020433,3.7805,3.7805,0.01127,0.013671,0.18179,0.095587,0.038234,0.032742,0.024386,0.011808,-64.135,80.493,0.0020042,3.6465,3.6465,0.0058441,0.0053102,0.03546,0.043365,0.025647,0.0069253,0.0088541,0.0069933,-406.66,315.29,0.018227,18.881,18.881,0.033842,0.027782,0.52947,0.28061,0.10005,0.11162,0.047635,0.028065,-5.2141,5.6114,0.00018288,0.51541,0.51541,0.0081654,0.01133,0.0064369,0.0092317,0.0061748,0.003365,0.0034702,0.0055618,0.0122,0.0066472,0.0022346,0.0023833,0.0015528
3,-97.385,122.26,0.0029267,4.5965,4.5965,0.018185,0.024812,0.15101,0.13459,0.14068,0.030967,0.034787,0.033508,-81.408,93.326,0.003527,4.2118,4.2118,0.011499,0.01223,0.16859,0.091396,0.074031,0.032117,0.024506,0.017279,-80.844,79.47,0.002815,4.3659,4.3659,0.0037324,0.0060213,0.033366,0.031347,0.040913,0.0078023,0.0088461,0.0097828,-384.27,314.22,-0.0048562,34.402,34.402,0.021195,0.014368,0.54383,0.26069,0.061493,0.12941,0.046865,0.016994,-5.8043,5.1622,0.00049162,0.50363,0.50364,0.0074413,0.010715,0.0063115,0.0071308,0.0069223,0.0032983,0.004346,0.0063564,0.012143,0.007188,0.0023596,0.0024972,0.0013943
3,-87.954,110.46,0.0010568,4.2332,4.2332,0.01865,0.02327,0.13428,0.11455,0.077006,0.026439,0.030297,0.021058,-73.275,83.972,0.0013927,3.699,3.699,0.012191,0.010757,0.14641,0.079637,0.043323,0.027384,0.021313,0.010333,-68.819,72.848,0.0023091,3.3939,3.3939,0.0078673,0.0077954,0.020778,0.032027,0.023421,0.0056804,0.0080785,0.0059705,-442.66,369.2,-0.060233,39.097,39.097,0.15894,0.15235,0.41473,0.27203,0.077237,0.096467,0.043157,0.022786,-5.8878,5.3465,0.00077172,0.48328,0.48328,0.0087869,0.011138,0.0064992,0.0071901,0.0060394,0.0035422,0.0031999,0.0062102,0.011527,0.005075,0.0021562,0.002219,0.0012415
3,-38.835,34.7,0.001688,2.4724,2.4724,0.019638,0.018667,0.10248,0.1223,0.082271,0.023109,0.029882,0.019165,-36.515,34.471,0.0016333,2.3331,2.3331,0.011666,0.0074719,0.11058,0.080979,0.054849,0.023825,0.02102,0.0094828,-28.703,27.543,0.00091352,2.4505,2.4505,0.0060341,0.0073644,0.017485,0.030012,0.017759,0.005,0.0079242,0.0049415,-500.02,500.0,-2.2074,62.988,62.95,0.70939,0.36633,0.41677,0.34833,0.17561,0.083072,0.046656,0.047258,-2.476,2.4127,0.00055055,0.4062,0.4062,0.0081852,0.011207,0.0060501,0.0081483,0.0060274,0.0036219,0.003006,0.0059592,0.010483,0.0048957,0.0024959,0.0023779,0.0013768
3,-28.703,31.358,0.0042002,2.53,2.53,0.017876,0.02071,0.11348,0.10147,0.064717,0.024578,0.02807,0.016417,-23.591,21.699,0.0017441,2.3226,2.3226,0.011789,0.0089217,0.12389,0.067985,0.054665,0.025346,0.019738,0.0081066,-44.572,43.046,0.0019555,2.416,2.416,0.005836,0.0026269,0.018298,0.024445,0.015019,0.0055827,0.0083132,0.0042659,-28.55,39.369,1.2441,2.3276,1.9672,0.042349,0.022748,0.11892,0.057557,0.037464,0.03075,0.016827,0.0058669,-2.5336,2.5106,0.001198,0.41819,0.41819,0.0064642,0.011258,0.0069344,0.0068786,0.0060024,0.0039024,0.0034508,0.0065865,0.011515,0.0052319,0.0028077,0.0023683,0.0013734
3,-39.384,43.992,0.0030344,2.8204,2.8204,0.017629,0.027498,0.1026,0.097483,0.075684,0.023575,0.028483,0.019591,-37.034,43.229,0.0020274,2.2899,2.2899,0.012317,0.015347,0.11287,0.069606,0.038007,0.024043,0.020058,0.010088,-24.277,25.208,0.0015479,1.7496,1.7496,0.0078993,0.0063617,0.018897,0.0276,0.025929,0.0054268,0.0079975,0.0059859,-11.994,26.612,0.4073,1.8299,1.784,0.036095,0.015253,0.19615,0.038332,0.039365,0.044329,0.011291,0.0025144,-2.7006,2.1536,0.00049293,0.40797,0.40797,0.0074341,0.010575,0.0065979,0.0080136,0.0066098,0.0035934,0.0035843,0.006775,0.010056,0.0049585,0.0028605,0.0023036,0.0013093
3,-29.511,34.227,0.002691,2.5315,2.5315,0.017783,0.026671,0.10739,0.12128,0.084045,0.024346,0.026336,0.015784,-31.083,37.935,0.0014927,2.2141,2.2141,0.012452,0.013676,0.11749,0.080967,0.043554,0.025134,0.018552,0.007895,-32.823,28.748,0.0020444,2.1532,2.1532,0.0072662,0.011849,0.020274,0.024832,0.014056,0.0055904,0.0078827,0.0040807,-15.412,20.173,0.11579,1.5817,1.5775,0.042434,0.014564,0.1455,0.03722,0.033951,0.036042,0.011038,0.0027408,-2.381,2.1824,0.00057166,0.3987,0.3987,0.0059382,0.011789,0.0062018,0.0062983,0.0064287,0.0035464,0.0036908,0.0062926,0.010659,0.005076,0.0024183,0.0021857,0.0012118
3,-18.433,19.41,0.00094638,2.7155,2.7155,0.018814,0.021874,0.1048,0.083926,0.070428,0.023216,0.025979,0.016048,-23.103,21.851,0.0017818,2.4082,2.4082,0.011621,0.01029,0.11436,0.057179,0.038425,0.024044,0.018503,0.0078763,-34.44,35.005,0.002343,2.7207,2.7207,0.008297,0.0021125,0.024237,0.026863,0.016606,0.0055018,0.0078001,0.0040984,-11.216,21.851,0.034005,1.3537,1.3533,0.045626,0.010419,0.087178,0.038974,0.034152,0.023922,0.011832,0.0030799,-2.1536,2.2284,0.0001358,0.38741,0.38741,0.0066411,0.01128,0.0065658,0.0058704,0.0060207,0.0034011,0.0035019,0.0064265,0.0099639,0.0046745,0.0022175,0.002115,0.0014053
3,-23.713,28.657,0.0037136,2.7931,2.7931,0.01856,0.021339,0.10861,0.10164,0.067371,0.024598,0.02916,0.016776,-35.569,25.071,0.0009939,2.4324,2.4324,0.011498,0.011058,0.12074,0.068376,0.044352,0.025527,0.020956,0.0082117,-34.547,34.41,0.0018299,2.5707,2.5707,0.006387,0.0033941,0.018645,0.025949,0.016756,0.0056233,0.0084119,0.004311,-17.35,31.8,0.0080501,1.4486,1.4485,0.044423,0.0079195,0.09829,0.042704,0.044142,0.024605,0.012494,0.0036644,-2.4271,2.7438,0.00059962,0.39798,0.39798,0.0065837,0.010733,0.0059051,0.0069231,0.0067645,0.0033226,0.003516,0.00598,0.010808,0.0050899,0.0022832,0.0024422,0.0013423
3,-28.855,31.419,0.0016095,2.6736,2.6736,0.017685,0.02329,0.1215,0.084642,0.071537,0.024295,0.025008,0.015145,-34.379,27.406,0.0006153,2.4748,2.4748,0.011427,0.01225,0.13645,0.058264,0.048648,0.025372,0.017775,0.0073905,-32.777,33.494,0.0018253,2.765,2.765,0.0050633,0.0069714,0.027926,0.022344,0.020699,0.0059051,0.0067651,0.0037596,-17.228,34.318,0.0057173,1.53,1.53,0.040614,0.0050461,0.12977,0.043015,0.026955,0.034783,0.010656,0.0027428,-2.4271,2.2169,0.00013214,0.39832,0.39832,0.0071094,0.011911,0.005667,0.0060891,0.0061634,0.0035339,0.0033751,0.0058991,0.011397,0.0046856,0.0024278,0.0020885,0.0012053
1,-44.221,54.491,0.0035835,2.622,2.622,0.0044347,0.026685,0.24807,0.17937,0.11431,0.029884,0.036041,0.024799,-45.824,39.155,-0.0011948,2.3122,2.3122,0.015751,0.015227,0.26089,0.12254,0.047946,0.031339,0.025657,0.012063,-33.677,33.54,0.0033931,1.7107,1.7107,0.0026611,0.006118,0.056309,0.036938,0.021831,0.0082192,0.0098877,0.0062886,-450.03,222.95,0.011637,13.273,13.273,0.09065,0.099801,0.64055,0.52912,0.25671,0.08881,0.092413,0.078051,-2.7611,2.4703,0.00043797,0.4145,0.4145,0.0049046,0.0093827,0.004603,0.0045249,0.0033326,0.002415,0.0024336,0.0045135,0.014,0.0056623,0.0039618,0.0029412,0.0022441
1,-34.562,31.77,0.0034815,2.0747,2.0747,0.0051363,0.026133,0.22831,0.11198,0.087277,0.026419,0.02716,0.019722,-28.153,28.52,0.0022029,1.8709,1.8709,0.015418,0.014752,0.24408,0.079302,0.049148,0.027773,0.019219,0.010594,-23.103,23.927,0.0015705,1.4124,1.4124,0.0064258,0.0056889,0.068602,0.037742,0.016271,0.007635,0.0078456,0.0047909,-367.18,500.0,-0.060397,7.5383,7.5381,0.040558,0.087882,1.201,0.26188,0.039689,0.10389,0.046955,0.012398,-1.9088,2.1737,0.00023979,0.33847,0.33847,0.0055944,0.0082431,0.0040186,0.0039228,0.0033481,0.002013,0.0021406,0.0040842,0.0097114,0.0054729,0.0029679,0.0022344,0.0018425
1,-27.085,31.098,0.0017419,2.0311,2.0311,0.00488,0.028463,0.14574,0.089774,0.079319,0.022564,0.024912,0.021104,-29.695,37.111,0.00086296,1.8588,1.8588,0.015305,0.016836,0.1518,0.061706,0.040423,0.023367,0.017791,0.009998,-29.298,24.308,0.0019292,1.4998,1.4998,0.0019044,0.0039317,0.032466,0.02626,0.019011,0.0065739,0.0075083,0.0049794,-26.215,41.948,0.030477,4.34,4.3399,0.012067,0.0066626,0.70156,0.29327,0.03965,0.1072,0.04573,0.0015407,-2.0355,2.4501,0.00051015,0.34849,0.34849,0.0064099,0.0073117,0.0040224,0.0041245,0.0037686,0.0028442,0.0025548,0.0051209,0.010418,0.0053681,0.0037382,0.0022986,0.0015319
1,-46.205,57.253,-6.6586e-05,2.0259,2.0259,0.0050077,0.028889,0.085424,0.076368,0.09962,0.016819,0.024689,0.0219,-42.512,40.193,0.0015334,1.8074,1.8074,0.015474,0.016898,0.091876,0.055535,0.054383,0.017332,0.017564,0.011075,-45.198,47.685,0.0014993,1.5119,1.5119,0.0041112,0.010241,0.025167,0.028441,0.019694,0.0049634,0.0075387,0.0058032,-26.17,32.334,0.0089494,4.0157,4.0157,0.011573,0.0085681,0.58397,0.2702,0.028248,0.091916,0.040863,0.0015699,-2.0326,1.9722,0.00078286,0.35839,0.35839,0.0075499,0.011002,0.0044279,0.0051316,0.006456,0.0029255,0.00352,0.004405,0.0090558,0.0040869,0.0031656,0.0022555,0.0014545
1,-44.633,33.708,0.0023936,2.085,2.085,0.005268,0.026943,0.087135,0.097905,0.088855,0.01782,0.025567,0.022608,-39.338,32.075,0.0010049,1.8745,1.8745,0.015565,0.015303,0.092522,0.06736,0.045579,0.018518,0.018248,0.010882,-22.431,20.844,0.0021091,1.5114,1.5114,0.0040946,0.0045347,0.029492,0.030872,0.021676,0.0049483,0.008702,0.0060733,-29.527,33.753,0.0027729,4.4757,4.4757,0.0098801,0.003919,0.58935,0.29545,0.026829,0.096198,0.04904,0.0015554,-2.0586,2.047,0.0006851,0.35029,0.35029,0.0068263,0.01006,0.0051761,0.0047891,0.0058928,0.0026257,0.002702,0.003879,0.0095546,0.004394,0.002875,0.0020742,0.0014681
1,-29.466,24.842,0.0038644,2.0813,2.0813,0.0043305,0.026451,0.11979,0.092312,0.086919,0.021024,0.026213,0.021715,-23.774,28.581,0.0016066,1.8427,1.8427,0.015582,0.015148,0.12849,0.064603,0.053378,0.021865,0.01871,0.01046,-22.446,22.996,0.00027195,1.4371,1.4371,0.0041546,0.0032493,0.024508,0.030737,0.018806,0.0054807,0.0083958,0.0055996,-30.03,40.62,0.012594,5.1829,5.1829,0.0089173,0.003665,0.7001,0.36638,0.030795,0.1143,0.056825,0.0012887,-1.9117,2.1277,0.00035122,0.36515,0.36515,0.0069565,0.010988,0.005491,0.004768,0.005652,0.0025957,0.002798,0.0045283,0.010209,0.005662,0.0029945,0.002048,0.0014416
1,-28.748,30.32,0.00464,2.0981,2.0981,0.0053375,0.024611,0.10702,0.096783,0.10044,0.018328,0.024939,0.023049,-28.52,25.376,0.0016336,1.8088,1.8088,0.015345,0.015015,0.10852,0.065788,0.045848,0.018948,0.017825,0.010959,-17.426,18.845,0.00044273,1.4319,1.4319,0.0017246,0.0097188,0.020845,0.025715,0.020207,0.0050154,0.0074697,0.0057056,-36.988,45.503,0.0073,4.8907,4.8907,0.0082395,0.0068853,0.59425,0.32937,0.025936,0.099193,0.056529,0.0012985,-1.9261,2.1248,0.00053014,0.36402,0.36402,0.0070484,0.010343,0.0059868,0.0043297,0.0072217,0.0031871,0.00296,0.0045557,0.0095444,0.0042653,0.003114,0.0024452,0.0013642
1,-40.62,41.002,0.0019622,2.6582,2.6582,0.0045874,0.026652,0.17649,0.13041,0.12011,0.023593,0.032704,0.029626,-38.545,39.033,0.0013723,2.4236,2.4236,0.015929,0.014949,0.18664,0.088251,0.070262,0.025011,0.023323,0.014674,-28.474,26.566,0.0013795,1.8755,1.8755,0.0042058,0.0031535,0.032316,0.036157,0.026594,0.0062552,0.0099081,0.0081902,-28.901,63.066,0.0058069,4.9403,4.9403,0.013012,0.0092665,0.8549,0.3416,0.024286,0.10639,0.067699,0.0015912,-2.7956,2.5192,0.00046757,0.38159,0.38159,0.0066526,0.010506,0.0056528,0.0044632,0.0076644,0.0031903,0.0025223,0.0045826,0.010355,0.0048701,0.003262,0.0025603,0.0015233
1,-32.853,32.258,0.003327,2.0542,2.0542,0.0051014,0.02464,0.18644,0.10251,0.11084,0.023743,0.025138,0.021584,-28.459,34.181,0.0021247,1.8317,1.8317,0.015286,0.013209,0.19634,0.069363,0.052588,0.025197,0.018006,0.010513,-26.383,28.169,0.0024039,1.4052,1.4052,0.003827,0.0032466,0.039485,0.02618,0.019116,0.0056414,0.0075097,0.0057182,-32.777,105.9,0.0030087,5.2118,5.2118,0.0065667,0.017795,1.1091,0.33973,0.034592,0.11329,0.064636,0.0021108,-1.7966,2.096,0.00057369,0.34946,0.34946,0.0068086,0.010639,0.0054485,0.0047091,0.0067611,0.0030787,0.0020574,0.0038152,0.0094407,0.0047116,0.0024099,0.0021485,0.0014953
1,-58.947,54.155,0.0028432,2.5626,2.5626,0.0047498,0.029659,0.2413,0.090376,0.12473,0.024908,0.027153,0.026819,-44.465,46.129,0.0017029,2.2478,2.2478,0.015395,0.017296,0.25441,0.071685,0.06864,0.026408,0.019696,0.012593,-29.191,30.076,0.0011903,1.6249,1.6249,0.0047401,0.0073543,0.041941,0.027019,0.022953,0.0059071,0.0075115,0.0067061,-38.011,84.964,0.0036053,5.0524,5.0524,0.01132,0.011377,1.2014,0.28186,0.034388,0.11035,0.064116,0.0018995,-2.0931,2.168,8.8665e-05,0.35863,0.35863,0.0065517,0.010526,0.0053925,0.0048741,0.0063366,0.0031192,0.002214,0.0038056,0.010377,0.0048938,0.0022797,0.0024688,0.0014254
1,-43.016,54.872,0.0041216,2.3185,2.3185,0.0048667,0.026223,0.20712,0.10836,0.092592,0.025507,0.028122,0.024167,-36.79,42.665,0.0031916,2.0403,2.0403,0.015332,0.014539,0.21624,0.072705,0.058664,0.026988,0.020256,0.011967,-32.945,27.116,0.0014659,1.5619,1.5619,0.0039682,0.0023488,0.031379,0.027543,0.023726,0.0057657,0.0074529,0.0063354,-26.597,57.115,0.0049683,4.3303,4.3303,0.0090679,0.0069176,0.74695,0.26359,0.037249,0.088462,0.055419,0.0013873,-2.4588,2.6113,0.00070756,0.37617,0.37617,0.0074521,0.010727,0.0056556,0.0045225,0.006702,0.0032784,0.0020505,0.0038431,0.011805,0.004826,0.0018908,0.0024846,0.0013423
1,-47.411,47.166,0.0029766,2.1512,2.1512,0.0059396,0.028802,0.12974,0.091092,0.096616,0.019657,0.025301,0.02305,-50.172,47.517,0.0014035,1.9205,1.9205,0.015354,0.016876,0.13671,0.069112,0.04472,0.020587,0.018164,0.011105,-34.7,27.085,0.0033745,1.4939,1.4939,0.0042602,0.0036399,0.030233,0.025791,0.022646,0.0048527,0.0074481,0.0060869,-24.72,41.215,0.0023825,3.1719,3.1719,0.0077379,0.0053054,0.44919,0.16365,0.025512,0.061437,0.034861,0.0015058,-2.0442,2.1996,0.00036238,0.35135,0.35135,0.0065371,0.010576,0.0063911,0.0048394,0.0061782,0.003135,0.0020608,0.0038886,0.0095798,0.0045967,0.002212,0.0023565,0.0011588
1,-27.68,27.955,0.0027617,2.0542,2.0542,0.0057874,0.026697,0.14509,0.087386,0.092112,0.018906,0.025061,0.021347,-25.971,28.367,0.0024623,1.8366,1.8366,0.015814,0.014965,0.15441,0.061224,0.05273,0.019626,0.017966,0.010604,-23.469,21.119,0.0023082,1.444,1.444,0.0044433,0.0056812,0.03026,0.02704,0.024237,0.004507,0.0074637,0.0057933,-21.989,38.179,0.00098658,2.9107,2.9107,0.0081812,0.0095645,0.46815,0.1275,0.037402,0.059985,0.02931,0.0015,-1.8254,1.8311,0.00016667,0.34174,0.34174,0.0069581,0.010271,0.0057832,0.0045834,0.0066472,0.0032362,0.002049,0.003873,0.0081304,0.0047216,0.0022781,0.0021297,0.0012366
1,-29.344,29.45,0.0019737,2.3128,2.3128,0.0052488,0.027594,0.1523,0.11518,0.11008,0.022952,0.028363,0.024394,-31.51,26.704,0.00078035,2.0663,2.0663,0.01524,0.015445,0.15929,0.080035,0.055266,0.023687,0.020209,0.011844,-23.164,22.492,0.0015558,1.6198,1.6198,0.0028679,0.0060726,0.032759,0.032063,0.021606,0.0054055,0.009075,0.0065872,-23.057,26.46,-0.0016906,3.1454,3.1454,0.0080689,0.006664,0.55554,0.11632,0.03262,0.07241,0.02946,0.0017874,-2.0586,2.2371,6.4643e-05,0.36808,0.36808,0.0084006,0.010981,0.0058971,0.0050397,0.006537,0.0033996,0.0023838,0.0043152,0.0094452,0.0046461,0.0030878,0.0024398,0.0014198
1,-36.592,36.409,0.0007662,2.1224,2.1224,0.0049787,0.026524,0.1155,0.087639,0.097407,0.018182,0.02451,0.023171,-51.393,39.247,0.0013881,1.8891,1.8891,0.014933,0.015421,0.12396,0.058644,0.05303,0.018916,0.017451,0.011493,-29.725,26.49,0.0032385,1.4875,1.4875,0.0021487,0.0067924,0.034617,0.028482,0.021364,0.0052889,0.0075277,0.0061141,-21.21,32.96,0.0002306,3.0226,3.0226,0.0095193,0.0063825,0.48093,0.12646,0.028123,0.058304,0.028067,0.0020527,-2.0413,1.9088,2.3033e-05,0.34597,0.34597,0.0068889,0.01047,0.0056633,0.004753,0.0065844,0.0031192,0.0020699,0.004081,0.0083326,0.0053529,0.0029366,0.0021846,0.001092
1,-33.845,35.813,0.0037625,1.9617,1.9617,0.0052487,0.025111,0.10811,0.085174,0.083264,0.016351,0.022354,0.020615,-28.977,33.464,0.00060599,1.7293,1.7293,0.015238,0.014212,0.11523,0.056434,0.048483,0.016781,0.015925,0.0097741,-20.829,24.857,0.0020647,1.2995,1.2995,0.0024286,0.0052587,0.025405,0.026879,0.021674,0.0043698,0.0071862,0.0053262,-24.644,27.94,0.0013735,2.7467,2.7467,0.0099649,0.005524,0.29595,0.11815,0.03169,0.04681,0.026549,0.0020571,-1.9492,2.0787,0.00034472,0.35045,0.35045,0.0080458,0.010481,0.0055935,0.0051031,0.0064559,0.0033258,0.0023382,0.0039271,0.0083914,0.0048405,0.00328,0.0021984,0.0010542
1,-36.027,28.397,0.0017791,2.1388,2.1388,0.0052004,0.027702,0.1871,0.098034,0.088085,0.020815,0.025394,0.022364,-27.955,30.244,0.0013194,1.904,1.904,0.014876,0.015477,0.19553,0.06756,0.051173,0.021628,0.018134,0.010774,-21.119,20.92,0.0025804,1.4194,1.4194,0.0052839,0.0049722,0.04049,0.031856,0.020559,0.0054047,0.0077718,0.0059833,-21.165,38.896,8.7795e-05,2.9861,2.9861,0.0072242,0.0048916,0.47848,0.12997,0.039912,0.060754,0.029462,0.0020627,-2.2342,2.0211,0.00062962,0.36029,0.36029,0.0059174,0.011101,0.0053682,0.00514,0.0068067,0.0033306,0.0021933,0.0041819,0.009026,0.0060986,0.0029115,0.0020104,0.0013479
1,-27.787,34.852,0.0015976,2.0572,2.0572,0.0045734,0.028113,0.18655,0.094756,0.082426,0.020177,0.024234,0.020891,-26.185,28.26,0.0020232,1.8034,1.8034,0.015276,0.016033,0.19594,0.066054,0.040156,0.021138,0.017469,0.010104,-19.181,20.463,0.00020561,1.3393,1.3393,0.0022172,0.0067264,0.037006,0.027666,0.016616,0.0056996,0.0067727,0.0051716,-26.399,48.906,0.00030525,2.9721,2.9721,0.0065031,0.0033816,0.57569,0.10282,0.026838,0.067502,0.027978,0.0018732,-2.1104,1.8829,0.00083745,0.3531,0.3531,0.0074832,0.01086,0.0051474,0.0051749,0.006253,0.0030744,0.0020035,0.0037198,0.0088051,0.0058171,0.0022559,0.0019287,0.0013803
1,-31.098,31.816,0.0012219,2.125,2.125,0.0047531,0.025463,0.1399,0.092016,0.083343,0.023038,0.024472,0.021349,-30.732,34.471,0.00056203,1.9108,1.9108,0.015335,0.014168,0.14873,0.063587,0.042515,0.023941,0.017631,0.010674,-33.052,40.147,0.0015956,1.4258,1.4258,0.0020654,0.0043967,0.027717,0.031061,0.019057,0.0053971,0.0073959,0.0058355,-20.478,36.821,-0.00027183,2.9894,2.9894,0.011556,0.0041975,0.45816,0.13727,0.026982,0.069383,0.028833,0.0017072,-2.1651,2.2659,0.00065639,0.35166,0.35166,0.0057766,0.010917,0.004621,0.0045017,0.0064113,0.0031397,0.0021818,0.0040579,0.009867,0.0053033,0.0024219,0.0020802,0.0014204
1,-30.335,25.697,-0.00039501,2.0181,2.0181,0.0042361,0.029771,0.1214,0.074067,0.084135,0.019886,0.023538,0.02008,-28.581,24.674,0.0029179,1.7787,1.7787,0.015606,0.017311,0.13102,0.053614,0.043133,0.020625,0.016833,0.0097495,-20.6,20.844,0.00079576,1.307,1.307,0.004643,0.0060713,0.028883,0.020899,0.018734,0.0053554,0.006639,0.0053505,-19.227,33.464,1.677e-05,2.8683,2.8683,0.01086,0.0070759,0.44722,0.15982,0.033574,0.067375,0.027003,0.0014547,-1.9981,2.0701,0.00060709,0.34502,0.34502,0.0059753,0.010522,0.0048036,0.0045631,0.0063692,0.0030525,0.0019794,0.0038363,0.0097801,0.0044777,0.0025018,0.0019945,0.0015175
1,-28.611,38.835,0.00036582,2.8907,2.8907,0.005254,0.02253,0.14503,0.156,0.090605,0.028315,0.041088,0.025959,-26.399,28.886,-0.0028212,2.5399,2.5399,0.015428,0.012602,0.15119,0.10715,0.049903,0.029421,0.029199,0.01262,-23.576,27.238,0.004027,1.9208,1.9208,0.0038894,0.0053114,0.03136,0.038869,0.024356,0.0073225,0.011713,0.0065134,-22.34,42.314,0.069254,3.7419,3.7413,0.017337,0.016614,0.44839,0.1213,0.077191,0.091099,0.028626,0.0028966,-3.167,3.0749,0.00043747,0.46364,0.46364,0.0053291,0.011635,0.0051525,0.0048355,0.00345,0.0026816,0.0035715,0.0060104,0.01494,0.0059645,0.0038063,0.0032837,0.0022248
1,-30.274,30.351,0.0017795,2.4578,2.4578,0.0049876,0.026581,0.082372,0.12272,0.091208,0.023622,0.033997,0.022303,-24.827,31.755,0.00041025,2.1293,2.1293,0.014743,0.016247,0.096081,0.082669,0.050149,0.024788,0.024018,0.010341,-26.261,24.781,0.007421,1.6208,1.6208,0.0046065,0.0040975,0.024909,0.042276,0.021898,0.006242,0.010192,0.0054991,-19.898,34.379,-0.026424,4.5154,4.5153,0.009365,0.0027483,0.79968,0.17305,0.024624,0.1285,0.028265,0.0010917,-2.2025,2.3292,0.00042179,0.43099,0.43099,0.012222,0.0085462,0.0082288,0.0045766,0.0032417,0.002868,0.0028141,0.0059773,0.011308,0.0056472,0.0034863,0.0025043,0.0017492
1,-32.884,44.404,0.0035059,2.6635,2.6635,0.0060376,0.025898,0.090757,0.12511,0.12136,0.022401,0.033771,0.026734,-35.005,37.919,0.0012171,2.2801,2.2801,0.015625,0.014637,0.10164,0.08946,0.048293,0.023168,0.023933,0.011761,-29.74,27.039,0.0072043,1.9754,1.9754,0.0037951,0.0063166,0.021953,0.036088,0.025857,0.0059718,0.010485,0.0059652,-27.406,37.4,-0.006656,4.7539,4.7539,0.018731,0.0056606,0.56903,0.19899,0.034055,0.12753,0.036398,0.0013407,-2.214,2.1161,0.00052685,0.39963,0.39963,0.0063923,0.0091355,0.0061964,0.0040847,0.0035454,0.002503,0.0029941,0.0057364,0.011168,0.0053858,0.0029154,0.0024015,0.0017585
2,-36.699,37.126,0.0017348,1.8927,1.8927,0.012458,0.028412,0.088531,0.096444,0.072534,0.021632,0.025138,0.015966,-35.997,28.84,-9.7823e-05,1.6628,1.6629,0.018599,0.016148,0.098462,0.064724,0.069857,0.021924,0.017769,0.008075,-32.289,36.699,0.0064491,1.2429,1.2428,0.0043695,0.0045718,0.027461,0.029798,0.022211,0.0056813,0.0080594,0.0037362,-27.65,43.031,-0.0012207,4.498,4.498,0.045377,0.0042115,0.63863,0.15156,0.02662,0.12557,0.029632,0.0013309,-2.2745,2.5998,7.6682e-05,0.41129,0.41129,0.011261,0.010312,0.0058194,0.0073021,0.0054059,0.0032437,0.0036158,0.0057039,0.010222,0.0048516,0.0026902,0.0022485,0.0014797
2,-73.717,78.036,0.0019362,6.3308,6.3308,0.041892,0.018697,0.57788,0.26323,0.21096,0.061542,0.06691,0.06238,-67.141,78.921,0.0022408,5.495,5.495,0.016029,0.0082748,0.52546,0.19832,0.10064,0.057631,0.047992,0.030613,-51.408,54.796,0.0076,4.1371,4.1371,0.020238,0.0086013,0.12864,0.14175,0.072138,0.016545,0.023789,0.018324,-38.392,71.978,-0.0012103,5.876,5.876,0.096259,0.0068233,0.95106,0.17304,0.034786,0.16191,0.039754,0.002722,-9.6105,8.8216,0.00041612,1.0116,1.0116,0.012732,0.011075,0.0054731,0.0049933,0.0073057,0.0031758,0.011676,0.035495,0.03027,0.0073213,0.002713,0.0055553,0.01028
2,-79.424,76.312,0.0030875,5.8893,5.8894,0.06546,0.021364,0.37595,0.16287,0.20979,0.061528,0.050307,0.060476,-63.143,75.701,0.0012611,5.0739,5.0739,0.016006,0.009829,0.35531,0.13016,0.10149,0.057934,0.03676,0.029585,-48.967,55.01,0.0058418,3.9064,3.9064,0.045776,0.0047136,0.11108,0.11531,0.063269,0.015834,0.019467,0.017003,-52.66,98.712,0.0085683,7.1604,7.1604,0.19601,0.052169,1.2453,0.27017,0.027451,0.19457,0.046538,0.0033916,-11.105,11.087,0.00049842,1.5706,1.5706,0.018895,0.010271,0.0049381,0.0045671,0.0056317,0.0025669,0.0087049,0.035734,0.074517,0.00541,0.0020063,0.0033035,0.0078413
